gene_id	gene_name	longest_transcript_exon_length
ENSMUSG00000021094.10	Dhrs7	2230
ENSMUSG00000112989.1	Gm48143	751
ENSMUSG00000021096.11	Ppm1a	7668
ENSMUSG00000113779.1	Gm33785	886
ENSMUSG00000021098.14	4930447C04Rik	2051
ENSMUSG00000021099.6	Six6	4009
ENSMUSG00000097010.2	Gm26709	819
ENSMUSG00000102197.1	Gm38170	816
ENSMUSG00000051367.8	Six1	3316
ENSMUSG00000034460.9	Six4	6817
ENSMUSG00000021103.12	Mnat1	3688
ENSMUSG00000077785.1	Gm23910	132
ENSMUSG00000034442.11	Trmt5	2066
ENSMUSG00000044712.15	Slc38a6	3927
ENSMUSG00000113425.1	Gm48653	2263
ENSMUSG00000056359.6	D830013O20Rik	683
ENSMUSG00000113582.1	Gm33929	367
ENSMUSG00000114178.1	Gm48656	797
ENSMUSG00000113099.1	Gm34016	1384
ENSMUSG00000034435.6	Tmem30b	2991
ENSMUSG00000113800.1	2210039B01Rik	1044
ENSMUSG00000021108.18	Prkch	3634
ENSMUSG00000113321.1	Gm8075	682
ENSMUSG00000113699.1	Gm48823	645
ENSMUSG00000087700.2	Gm15283	1451
ENSMUSG00000021109.13	Hif1a	4724
ENSMUSG00000114046.1	Snapc1l	445
ENSMUSG00000066457.6	S100a11-ps	306
ENSMUSG00000021113.5	Snapc1	6275
ENSMUSG00000044912.10	Syt16	8156
ENSMUSG00000100192.1	Gm29587	332
ENSMUSG00000071265.10	1700086L19Rik	1028
ENSMUSG00000029878.6	Dbpht2	5341
ENSMUSG00000113031.1	Gm34552	636
ENSMUSG00000079061.3	Gm11042	120
ENSMUSG00000113022.1	Gm9544	2482
ENSMUSG00000113962.1	Gm47618	449
ENSMUSG00000113562.1	Gm47619	483
ENSMUSG00000113845.1	Gm39473	522
ENSMUSG00000113974.1	4930442G10Rik	1096
ENSMUSG00000034402.3	Kcnh5	4058
ENSMUSG00000046768.13	Rhoj	4892
ENSMUSG00000048982.3	Gphb5	1612
ENSMUSG00000021051.10	Ppp2r5e	4810
ENSMUSG00000112254.1	Gm47690	2946
ENSMUSG00000112459.1	Gm47689	547
ENSMUSG00000045690.8	Wdr89	2979
ENSMUSG00000021054.6	Sgpp1	3323
ENSMUSG00000063450.14	Syne2	21704
ENSMUSG00000092922.1	Mir5101	83
ENSMUSG00000021055.14	Esr2	3362
ENSMUSG00000046580.10	Gm7862	292
ENSMUSG00000021056.8	Tex21	2137
ENSMUSG00000112274.1	Gm47525	773
ENSMUSG00000021048.7	Mthfd1	3241
ENSMUSG00000112138.1	Gm47526	331
ENSMUSG00000112784.1	Gm34868	530
ENSMUSG00000021057.15	Akap5	6687
ENSMUSG00000112096.1	A430103D13Rik	857
ENSMUSG00000056459.14	Zbtb25	2707
ENSMUSG00000033454.6	Zbtb1	12190
ENSMUSG00000097323.2	4930426I24Rik	1232
ENSMUSG00000059970.7	Hspa2	2526
ENSMUSG00000052221.8	Ppp1r36	2738
ENSMUSG00000077791.1	Gm25563	74
ENSMUSG00000073000.3	Gm10451	1598
ENSMUSG00000112167.1	Gm47053	157
ENSMUSG00000052609.9	Plekhg3	5641
ENSMUSG00000092738.1	Mir5135	79
ENSMUSG00000112388.1	AI463170	970
ENSMUSG00000021061.15	Sptb	10394
ENSMUSG00000088356.1	Gm24010	282
ENSMUSG00000090258.7	Churc1	5224
ENSMUSG00000033373.16	Fntb	2613
ENSMUSG00000042808.8	Gpx2	3165
ENSMUSG00000021062.15	Rab15	3158
ENSMUSG00000059436.13	Max	1942
ENSMUSG00000112008.1	Gm47218	1319
ENSMUSG00000112857.1	Gm35041	602
ENSMUSG00000112030.1	Gm35189	789
ENSMUSG00000093114.1	Gm22696	68
ENSMUSG00000112150.1	9530018F02Rik	2599
ENSMUSG00000021065.16	Fut8	3554
ENSMUSG00000088002.1	Gm24775	99
ENSMUSG00000064833.1	Gm25926	160
ENSMUSG00000111939.1	Gm48177	1075
ENSMUSG00000112392.1	Gm35240	661
ENSMUSG00000111896.1	Gm48196	290
ENSMUSG00000112003.1	Gm4864	1461
ENSMUSG00000111903.1	4930458K08Rik	1264
ENSMUSG00000077707.1	Gm24070	130
ENSMUSG00000112551.1	Gm8219	242
ENSMUSG00000088039.1	Gm24994	121
ENSMUSG00000099418.3	Gm6657	1091
ENSMUSG00000112302.1	Gm48226	4240
ENSMUSG00000047454.12	Gphn	3570
ENSMUSG00000111932.1	Gm18899	546
ENSMUSG00000112637.1	Gm48225	5083
ENSMUSG00000112506.1	Gm48224	364
ENSMUSG00000112090.1	Gm48231	2406
ENSMUSG00000112391.1	Gm48230	5152
ENSMUSG00000056987.8	Fam71d	1772
ENSMUSG00000021112.9	Mpp5	5470
ENSMUSG00000088822.1	Gm25225	102
ENSMUSG00000021114.9	Atp6v1d	3667
ENSMUSG00000021116.10	Eif2s1	3405
ENSMUSG00000021118.7	Plek2	1583
ENSMUSG00000046157.13	Tmem229b	3860
ENSMUSG00000060716.7	Plekhh1	6439
ENSMUSG00000021120.11	Pigh	2868
ENSMUSG00000112489.1	9230116L04Rik	1599
ENSMUSG00000098601.1	Gm27297	105
ENSMUSG00000112708.1	Gm8255	305
ENSMUSG00000021125.6	Arg2	1428
ENSMUSG00000111929.1	Gm48780	997
ENSMUSG00000021124.13	Vti1b	1490
ENSMUSG00000091534.2	Gm17195	428
ENSMUSG00000091507.1	Gm17194	348
ENSMUSG00000066441.14	Rdh11	3262
ENSMUSG00000021123.12	Rdh12	2753
ENSMUSG00000066440.5	Zfyve26	9391
ENSMUSG00000059060.15	Rad51b	2187
ENSMUSG00000112765.1	9430078K24Rik	1082
ENSMUSG00000112646.1	Gm5654	475
ENSMUSG00000112292.1	Gm8275	424
ENSMUSG00000111933.1	Gm36660	3871
ENSMUSG00000112386.1	Gm47752	361
ENSMUSG00000021127.7	Zfp36l1	2990
ENSMUSG00000097417.1	Gm26669	1808
ENSMUSG00000112545.1	1300014J16Rik	1337
ENSMUSG00000097729.2	2310015A10Rik	1399
ENSMUSG00000015143.15	Actn1	3734
ENSMUSG00000112830.1	Gm47765	346
ENSMUSG00000112852.1	Gm47767	367
ENSMUSG00000112336.1	Gm47766	735
ENSMUSG00000049106.7	Dcaf5	5706
ENSMUSG00000105972.1	Mir1843a	65
ENSMUSG00000088158.1	Scarna3b	139
ENSMUSG00000112285.1	Scarna3b	124
ENSMUSG00000112278.1	Gm30025	728
ENSMUSG00000032705.9	Exd2	5245
ENSMUSG00000112701.1	2310002D06Rik	508
ENSMUSG00000097801.1	Gm26777	2573
ENSMUSG00000021130.8	Galnt16	4222
ENSMUSG00000112421.1	4933406B15Rik	1182
ENSMUSG00000112606.1	Gm46364	319
ENSMUSG00000089074.1	Gm23817	104
ENSMUSG00000112047.1	Gm47852	265
ENSMUSG00000021131.14	Erh	1293
ENSMUSG00000112288.1	Gm47879	503
ENSMUSG00000048833.9	Slc39a9	5427
ENSMUSG00000112263.1	Gm47874	575
ENSMUSG00000044062.7	Plekhd1os	944
ENSMUSG00000066438.6	Plekhd1	3535
ENSMUSG00000062961.7	Ccdc177	5775
ENSMUSG00000097575.2	Gm26796	2276
ENSMUSG00000112093.1	Gm47941	625
ENSMUSG00000021133.9	Susd6	4977
ENSMUSG00000097369.1	Gm26545	1746
ENSMUSG00000065115.1	Gm23298	107
ENSMUSG00000101912.1	1700052I22Rik	379
ENSMUSG00000112880.1	Gm20337	1118
ENSMUSG00000021134.17	Srsf5	3482
ENSMUSG00000021135.8	Slc10a1	1749
ENSMUSG00000021136.13	Smoc1	3496
ENSMUSG00000092673.1	Mir3067	84
ENSMUSG00000079055.10	Slc8a3	4927
ENSMUSG00000098128.1	Gm3693	2865
ENSMUSG00000021139.17	Gm20498	2284
ENSMUSG00000091803.7	Cox16	2007
ENSMUSG00000067224.3	Gm3695	1009
ENSMUSG00000072974.4	Gm4787	2474
ENSMUSG00000049246.5	Hspe1-ps2	312
ENSMUSG00000072972.3	Adam4	2504
ENSMUSG00000099478.1	Gm28370	3375
ENSMUSG00000090935.10	Synj2bp	4655
ENSMUSG00000088651.1	Gm24853	121
ENSMUSG00000091587.1	Gm17191	417
ENSMUSG00000091947.1	6530401F13Rik	1090
ENSMUSG00000008438.3	Adam21	2911
ENSMUSG00000002679.14	Med6	1059
ENSMUSG00000090244.1	Gm16572	279
ENSMUSG00000089806.1	Gm16570	436
ENSMUSG00000042734.6	Ttc9	4754
ENSMUSG00000113184.1	Gm49654	2223
ENSMUSG00000042724.8	Map3k9	4564
ENSMUSG00000113303.1	4930423D22Rik	1674
ENSMUSG00000113950.1	Gm47080	646
ENSMUSG00000021140.9	Pcnx	12139
ENSMUSG00000113622.1	Gm49749	652
ENSMUSG00000064714.1	n-R5s62	96
ENSMUSG00000113746.1	Gm48242	256
ENSMUSG00000042700.16	Sipa1l1	8215
ENSMUSG00000094374.2	Gm5435	1150
ENSMUSG00000091668.3	Gm8358	555
ENSMUSG00000084705.1	n-R5s63	103
ENSMUSG00000021219.16	Rgs6	5588
ENSMUSG00000104848.1	Gm22149	137
ENSMUSG00000077630.1	Gm22149	136
ENSMUSG00000100890.1	1700085C21Rik	1082
ENSMUSG00000102249.1	4930423C22Rik	1311
ENSMUSG00000102029.1	Gm29530	1956
ENSMUSG00000104380.1	4933436F18Rik	802
ENSMUSG00000103387.1	1700030I03Rik	942
ENSMUSG00000021221.15	Dpf3	3135
ENSMUSG00000113664.1	Gm47184	498
ENSMUSG00000021222.9	Dcaf4	2008
ENSMUSG00000042628.8	Zfyve1	4420
ENSMUSG00000097703.1	Gm26623	850
ENSMUSG00000113431.1	Gm6722	390
ENSMUSG00000010608.15	Rbm25	4672
ENSMUSG00000099708.1	Gm29361	2000
ENSMUSG00000019969.14	Psen1	3023
ENSMUSG00000114050.1	Gm47666	395
ENSMUSG00000113881.1	Gm18592	276
ENSMUSG00000113999.1	Gm47681	403
ENSMUSG00000021223.13	Papln	4373
ENSMUSG00000021224.15	Numb	3549
ENSMUSG00000114150.1	Gm46367	706
ENSMUSG00000113141.1	Gm47748	342
ENSMUSG00000113423.1	Gm3791	768
ENSMUSG00000096953.2	Gm26571	666
ENSMUSG00000046791.8	Riox1	2344
ENSMUSG00000090843.2	Heatr4	3038
ENSMUSG00000021226.7	Acot2	2196
ENSMUSG00000072949.6	Acot1	2613
ENSMUSG00000113844.1	Gm47943	280
ENSMUSG00000052392.5	Acot4	6203
ENSMUSG00000113475.1	Gm49366	429
ENSMUSG00000097762.1	4732463B04Rik	2932
ENSMUSG00000021228.15	Acot3	3431
ENSMUSG00000042540.12	Acot5	1518
ENSMUSG00000044515.5	Gm8385	643
ENSMUSG00000043487.4	Acot6	3622
ENSMUSG00000042523.12	Dnal1	5727
ENSMUSG00000054383.2	Pnma1	2359
ENSMUSG00000042507.15	Elmsan1	7156
ENSMUSG00000113776.1	Gm19327	3271
ENSMUSG00000113052.1	Gm31513	684
ENSMUSG00000113094.1	Gm47447	977
ENSMUSG00000042962.5	Gm5436	643
ENSMUSG00000072946.12	Ptgr2	3168
ENSMUSG00000113529.1	Gm47484	3223
ENSMUSG00000042472.11	Zfp410	2730
ENSMUSG00000021234.9	Fam161b	3357
ENSMUSG00000021235.13	Coq6	2851
ENSMUSG00000021236.16	Entpd5	4972
ENSMUSG00000057265.13	Bbof1	2187
ENSMUSG00000098134.1	Rnf113a2	1383
ENSMUSG00000021238.11	Aldh6a1	3471
ENSMUSG00000085793.2	Lin52	2270
ENSMUSG00000021239.12	Vsx2	3270
ENSMUSG00000021240.6	Abcd4	3698
ENSMUSG00000071235.12	Vrtn	3440
ENSMUSG00000071234.3	Syndig1l	2524
ENSMUSG00000113317.1	Gm48573	177
ENSMUSG00000021242.9	Npc2	3299
ENSMUSG00000021241.7	Isca2	1588
ENSMUSG00000002020.15	Ltbp2	6769
ENSMUSG00000092130.2	D030025P21Rik	3987
ENSMUSG00000113079.1	Gm48709	1263
ENSMUSG00000092006.1	Gm17139	571
ENSMUSG00000042350.13	Arel1	5446
ENSMUSG00000079645.2	Gm17193	691
ENSMUSG00000021243.14	Fcf1	749
ENSMUSG00000021244.15	Ylpm1	7003
ENSMUSG00000093629.1	Prox2os	1133
ENSMUSG00000042320.17	Prox2	3066
ENSMUSG00000102935.1	Gm38355	1570
ENSMUSG00000004789.10	Dlst	3220
ENSMUSG00000019235.9	Rps6kl1	2881
ENSMUSG00000004791.7	Pgf	2080
ENSMUSG00000113681.1	Gm45930	292
ENSMUSG00000004788.11	Eif2b2	1605
ENSMUSG00000021245.15	Mlh3	5463
ENSMUSG00000098263.1	Mir6938	63
ENSMUSG00000113568.1	Gm46369	401
ENSMUSG00000008822.15	Acyp1	735
ENSMUSG00000045064.4	Zc2hc1c	4482
ENSMUSG00000034290.9	Nek9	5386
ENSMUSG00000021248.9	Tmed10	3181
ENSMUSG00000113072.1	Gm47820	594
ENSMUSG00000113752.1	Gm47817	3153
ENSMUSG00000113488.1	Gm47819	220
ENSMUSG00000113940.1	Gm40477	881
ENSMUSG00000021250.13	Fos	2108
ENSMUSG00000114163.1	Gm32296	1057
ENSMUSG00000113165.1	Gm47863	2173
ENSMUSG00000034271.16	Jdp2	1645
ENSMUSG00000113249.1	Gm33312	332
ENSMUSG00000034266.6	Batf	955
ENSMUSG00000075973.1	n-R5s64	119
ENSMUSG00000106297.1	Gm47285	61
ENSMUSG00000113464.1	Gm47901	263
ENSMUSG00000034258.4	Flvcr2	3435
ENSMUSG00000021252.11	Erg28	3226
ENSMUSG00000012609.19	Ttll5	5482
ENSMUSG00000097902.2	Gm26531	1967
ENSMUSG00000021253.7	Tgfb3	3383
ENSMUSG00000103301.1	Gm37804	547
ENSMUSG00000114051.1	Gm48008	667
ENSMUSG00000007867.9	Ift43	838
ENSMUSG00000097543.1	Gm805	3160
ENSMUSG00000021254.9	Gpatch2l	4355
ENSMUSG00000097488.1	4732487G21Rik	2664
ENSMUSG00000113230.1	Gm48101	121
ENSMUSG00000021255.17	Esrrb	4300
ENSMUSG00000113369.1	Gm8504	1090
ENSMUSG00000098423.1	Gm27993	85
ENSMUSG00000075832.1	Gm22004	107
ENSMUSG00000021256.5	Vash1	2599
ENSMUSG00000021257.14	Angel1	3850
ENSMUSG00000091942.1	Gm17138	459
ENSMUSG00000059114.8	Lrrc74a	1935
ENSMUSG00000088403.1	Gm25888	302
ENSMUSG00000113555.1	Gm10095	483
ENSMUSG00000034168.7	Irf2bpl	4098
ENSMUSG00000097208.1	Gm26698	971
ENSMUSG00000034157.12	Cipc	4098
ENSMUSG00000048483.6	Zdhhc22	3462
ENSMUSG00000034145.14	Tmem63c	3583
ENSMUSG00000080443.1	Gm25847	96
ENSMUSG00000080868.1	Gm15745	115
ENSMUSG00000112966.1	Gm18499	1021
ENSMUSG00000021032.13	Ngb	1616
ENSMUSG00000034126.5	Pomt2	5064
ENSMUSG00000021033.11	Gstz1	3035
ENSMUSG00000113918.1	Gm6566	1171
ENSMUSG00000034111.6	Tmed8	7409
ENSMUSG00000090812.8	Samd15	2031
ENSMUSG00000072919.4	Noxred1	1626
ENSMUSG00000021038.17	Vipas39	2524
ENSMUSG00000021037.7	Ahsa1	2252
ENSMUSG00000106561.1	Gm47293	76
ENSMUSG00000050671.12	Ism2	2526
ENSMUSG00000021036.10	Sptlc2	6710
ENSMUSG00000097667.1	Gm26764	2596
ENSMUSG00000113648.1	Gm48806	324
ENSMUSG00000113767.1	Gm48873	387
ENSMUSG00000114103.1	Gm8557	475
ENSMUSG00000079036.10	Alkbh1	3857
ENSMUSG00000105428.1	Mir3068	79
ENSMUSG00000064938.1	Mir3068	136
ENSMUSG00000100306.1	Gm29362	133
ENSMUSG00000021040.15	Slirp	2701
ENSMUSG00000021039.9	Snw1	5083
ENSMUSG00000112943.1	Gm18983	2729
ENSMUSG00000113372.1	Gm18624	658
ENSMUSG00000113805.1	Gm5788	435
ENSMUSG00000113323.1	Gm18625	271
ENSMUSG00000113614.1	Gm49362	493
ENSMUSG00000079034.2	Gm8300	1873
ENSMUSG00000114187.1	Gm18626	1409
ENSMUSG00000113474.1	Gm48110	400
ENSMUSG00000113803.1	Gm18615	1031
ENSMUSG00000096576.2	Oog1	2451
ENSMUSG00000092019.4	Gm4027	1850
ENSMUSG00000114059.1	Gm48153	409
ENSMUSG00000113206.1	Gm3742	1391
ENSMUSG00000113489.1	Gm16381	503
ENSMUSG00000113912.1	Gm21937	218
ENSMUSG00000114074.1	Gm48150	358
ENSMUSG00000113280.1	Gm21559	855
ENSMUSG00000113129.1	Gm21569	2036
ENSMUSG00000095724.1	Gm21319	1863
ENSMUSG00000112949.1	Gm21939	2773
ENSMUSG00000114101.1	Gm48152	661
ENSMUSG00000113201.1	Gm21936	435
ENSMUSG00000113815.1	Gm48149	262
ENSMUSG00000113127.1	Gm48154	488
ENSMUSG00000079031.1	BB287469	1851
ENSMUSG00000113991.1	Gm48151	409
ENSMUSG00000113685.1	Gm21038	1383
ENSMUSG00000113951.1	Gm2001	503
ENSMUSG00000113011.1	Gm1995	2602
ENSMUSG00000113286.1	Gm18627	2018
ENSMUSG00000072905.5	Gm2016	1766
ENSMUSG00000113025.1	Gm49363	474
ENSMUSG00000113971.1	Gm2022	435
ENSMUSG00000113452.1	Gm18616	1400
ENSMUSG00000096619.1	Gm2035	435
ENSMUSG00000113748.1	Gm18628	475
ENSMUSG00000096276.9	Gm2042	2440
ENSMUSG00000113103.1	Gm48389	229
ENSMUSG00000113481.1	Gm48388	213
ENSMUSG00000113854.1	Gm2099	3341
ENSMUSG00000113533.1	Gm46992	1389
ENSMUSG00000096049.1	Gm2075	435
ENSMUSG00000096803.1	Gm6803	435
ENSMUSG00000095717.1	Gm2056	435
ENSMUSG00000114109.1	Gm18629	884
ENSMUSG00000113658.1	Gm46993	259
ENSMUSG00000113401.1	Gm18247	601
ENSMUSG00000113180.1	Gm46998	330
ENSMUSG00000113089.1	Gm46997	217
ENSMUSG00000113838.1	Gm46994	219
ENSMUSG00000113720.1	Gm46995	1378
ENSMUSG00000113938.1	Gm46996	408
ENSMUSG00000113419.1	Gm5789	865
ENSMUSG00000113783.1	Gm18617	259
ENSMUSG00000114075.1	Gm16368	435
ENSMUSG00000106721.1	Gm5442	2034
ENSMUSG00000071207.4	Gm8587	843
ENSMUSG00000114108.1	Gm48459	357
ENSMUSG00000113677.1	Gm48487	322
ENSMUSG00000113374.1	Gm33654	215
ENSMUSG00000113187.1	Gm5955	219
ENSMUSG00000113400.1	Gm8605	1370
ENSMUSG00000113083.1	Gm48513	405
ENSMUSG00000113348.1	Gm8607	431
ENSMUSG00000114060.1	Gm18630	1397
ENSMUSG00000066027.7	Gm10436	2453
ENSMUSG00000114191.1	Gm18631	1043
ENSMUSG00000113793.1	Gm48553	408
ENSMUSG00000113564.1	Gm48560	162
ENSMUSG00000095799.1	Gm8332	435
ENSMUSG00000113801.1	Gm18618	473
ENSMUSG00000114145.1	Gm48561	250
ENSMUSG00000079029.2	Gm5662	1840
ENSMUSG00000113133.1	Gm21039	2012
ENSMUSG00000094635.2	Gm7104	2532
ENSMUSG00000112979.1	Gm8634	1367
ENSMUSG00000114020.1	Gm48564	408
ENSMUSG00000113829.1	Gm18619	1147
ENSMUSG00000093847.2	Gm5039	1856
ENSMUSG00000113583.1	Gm10264	429
ENSMUSG00000113942.1	Gm18632	2087
ENSMUSG00000113617.1	Gm8655	852
ENSMUSG00000113376.1	Gm48572	382
ENSMUSG00000113490.1	Gm18620	324
ENSMUSG00000113826.1	Gm48577	151
ENSMUSG00000113861.1	Gm6190	1374
ENSMUSG00000113903.1	Gm5655	901
ENSMUSG00000021044.15	Adck1	3214
ENSMUSG00000113434.1	3200001D21Rik	2283
ENSMUSG00000113087.1	4930473H19Rik	1000
ENSMUSG00000113578.1	Gm48642	442
ENSMUSG00000113213.1	Gm19540	810
ENSMUSG00000113538.1	Gm48665	1423
ENSMUSG00000114001.1	Gm48664	568
ENSMUSG00000113997.1	1700040E09Rik	606
ENSMUSG00000066392.11	Nrxn3	7922
ENSMUSG00000103136.1	Gm37980	1910
ENSMUSG00000098757.1	Gm27313	142
ENSMUSG00000080680.1	Gm23989	66
ENSMUSG00000114153.1	Gm48692	2379
ENSMUSG00000113055.1	Gm48700	4275
ENSMUSG00000113884.1	Gm2270	797
ENSMUSG00000113539.1	Gm47684	573
ENSMUSG00000113001.1	Gm40538	578
ENSMUSG00000113023.1	Gm47686	485
ENSMUSG00000114032.1	Gm2139	1075
ENSMUSG00000007682.6	Dio2	5815
ENSMUSG00000097157.2	Gm26512	3042
ENSMUSG00000097071.2	4930544I03Rik	1276
ENSMUSG00000064548.1	n-R5s65	117
ENSMUSG00000089439.1	Gm23195	129
ENSMUSG00000113806.1	Gm47688	148
ENSMUSG00000113747.1	1700105G05Rik	411
ENSMUSG00000084566.1	Gm26477	323
ENSMUSG00000061533.16	Cep128	4807
ENSMUSG00000085004.2	5430427M07Rik	1023
ENSMUSG00000106091.1	Gm44370	112
ENSMUSG00000114086.1	Gm18968	862
ENSMUSG00000113983.1	Gm47742	413
ENSMUSG00000113239.1	Gm18388	557
ENSMUSG00000020963.15	Tshr	4311
ENSMUSG00000099750.1	Gm18827	790
ENSMUSG00000020962.14	Gtf2a1	6064
ENSMUSG00000080365.1	Gm25776	143
ENSMUSG00000113943.1	Gm47804	446
ENSMUSG00000020961.15	Ston2	9896
ENSMUSG00000090722.8	Gm8378	2624
ENSMUSG00000086689.1	Gm16876	760
ENSMUSG00000077096.1	Gm22015	65
ENSMUSG00000020964.14	Sel1l	6300
ENSMUSG00000113721.1	Gm21051	1688
ENSMUSG00000113676.1	Gm18621	679
ENSMUSG00000066389.1	Rpl31-ps1	378
ENSMUSG00000098159.1	Gm21614	1005
ENSMUSG00000112953.1	Gm47984	572
ENSMUSG00000113236.1	Gm40548	644
ENSMUSG00000113643.1	Gm40598	547
ENSMUSG00000114085.1	Gm6841	598
ENSMUSG00000113499.1	Gm18500	820
ENSMUSG00000113194.1	Gm47998	387
ENSMUSG00000113164.1	4930559C10Rik	649
ENSMUSG00000112982.1	Gm21007	326
ENSMUSG00000065303.1	Gm23249	161
ENSMUSG00000098931.1	Mir8099-2	127
ENSMUSG00000094935.2	Gm9726	678
ENSMUSG00000113818.1	Gm7119	695
ENSMUSG00000113215.1	Gm18749	692
ENSMUSG00000113414.1	Gm18504	929
ENSMUSG00000113139.1	Gm48011	407
ENSMUSG00000114132.1	Gm4808	1203
ENSMUSG00000112262.1	Gm48013	413
ENSMUSG00000064972.1	Gm26055	107
ENSMUSG00000064412.1	Gm22246	107
ENSMUSG00000112769.1	Rpl17-ps2	532
ENSMUSG00000047414.6	Flrt2	7099
ENSMUSG00000112756.1	Gm48014	1300
ENSMUSG00000112067.1	Gm48015	1300
ENSMUSG00000059695.4	1700019M22Rik	354
ENSMUSG00000112024.1	Gm47394	212
ENSMUSG00000084568.1	Gm26480	297
ENSMUSG00000112658.1	Gm47395	793
ENSMUSG00000112040.1	Gm47396	233
ENSMUSG00000043483.4	Gm6863	636
ENSMUSG00000112635.1	Gm47397	460
ENSMUSG00000112598.1	Gm40552	1258
ENSMUSG00000088448.1	Gm23558	80
ENSMUSG00000112590.1	Gm5186	920
ENSMUSG00000112584.1	Gm2398	883
ENSMUSG00000112004.1	Gm8785	487
ENSMUSG00000112524.1	Gm35274	646
ENSMUSG00000112661.1	Gm6869	734
ENSMUSG00000111885.1	Gm35326	1041
ENSMUSG00000112812.1	Gm47415	2873
ENSMUSG00000112086.1	Gm35412	999
ENSMUSG00000021003.10	Galc	4439
ENSMUSG00000112860.1	Gm47439	1248
ENSMUSG00000021886.7	Gpr65	2069
ENSMUSG00000112510.1	Gm47566	708
ENSMUSG00000112895.1	Gm47567	3524
ENSMUSG00000033854.10	Kcnk10	7460
ENSMUSG00000113927.1	5330409N07Rik	3518
ENSMUSG00000113613.1	Gm40893	1508
ENSMUSG00000113849.1	Gm47346	3613
ENSMUSG00000089351.1	Gm25486	63
ENSMUSG00000021007.14	Spata7	2774
ENSMUSG00000113656.1	Gm47370	1829
ENSMUSG00000112990.1	Gm47372	3544
ENSMUSG00000021009.15	Ptpn21	5696
ENSMUSG00000021012.16	Zc3h14	3514
ENSMUSG00000113341.1	9430031K09Rik	925
ENSMUSG00000113196.1	D230049E03Rik	4251
ENSMUSG00000051166.10	Eml5	9482
ENSMUSG00000113852.1	Gm48062	2622
ENSMUSG00000113020.1	Gm48063	2517
ENSMUSG00000113102.1	A930040O22Rik	973
ENSMUSG00000021013.16	Ttc8	2272
ENSMUSG00000114021.1	Gm47109	621
ENSMUSG00000114089.1	Gm47116	400
ENSMUSG00000062582.6	Rpl30-ps8	345
ENSMUSG00000113210.1	4930474N09Rik	1176
ENSMUSG00000033713.12	Foxn3	7705
ENSMUSG00000093419.1	Gm19898	251
ENSMUSG00000093465.1	Gm20682	3517
ENSMUSG00000033731.9	3300002A11Rik	654
ENSMUSG00000113106.1	Gm47139	2158
ENSMUSG00000113003.1	Gm47138	3370
ENSMUSG00000113610.1	Gm47132	653
ENSMUSG00000097917.2	Gm26839	842
ENSMUSG00000113138.1	Gm47177	272
ENSMUSG00000114190.1	4930556H04Rik	1675
ENSMUSG00000100211.1	1700064M15Rik	645
ENSMUSG00000113012.1	Gm47196	2209
ENSMUSG00000113136.1	Gm19951	1328
ENSMUSG00000021176.6	Efcab11	3131
ENSMUSG00000113877.1	Gm47208	904
ENSMUSG00000113577.1	Gm19238	1260
ENSMUSG00000113147.1	Gm47207	413
ENSMUSG00000113540.1	Gm47206	2267
ENSMUSG00000021177.16	Tdp1	3945
ENSMUSG00000113223.1	Gm48147	351
ENSMUSG00000045404.16	Kcnk13	3078
ENSMUSG00000093352.1	Gm23291	78
ENSMUSG00000113268.1	4930477G07Rik	947
ENSMUSG00000112999.1	9530050K03Rik	1299
ENSMUSG00000021178.9	Psmc1	1591
ENSMUSG00000021179.8	Nrde2	3718
ENSMUSG00000113335.1	Gm48296	695
ENSMUSG00000072884.10	Gm10433	1984
ENSMUSG00000001175.15	Calm1	4115
ENSMUSG00000096947.1	Gm26723	787
ENSMUSG00000113362.1	Gm40557	2736
ENSMUSG00000113679.1	Gm10432	4791
ENSMUSG00000033530.8	Ttc7b	3446
ENSMUSG00000113917.1	Gm48382	3675
ENSMUSG00000113864.1	Gm48381	3964
ENSMUSG00000113895.1	Gm48383	697
ENSMUSG00000021180.9	Rps6ka5	5642
ENSMUSG00000113687.1	Gm49703	2069
ENSMUSG00000113195.1	Gm48586	2058
ENSMUSG00000113250.1	Gm48585	2009
ENSMUSG00000113113.1	Gm2614	403
ENSMUSG00000064572.1	Gm25801	106
ENSMUSG00000021185.16	Dglucy	3295
ENSMUSG00000113159.1	Gm48771	1904
ENSMUSG00000082604.3	Gm8482	471
ENSMUSG00000047415.12	Gpr68	3817
ENSMUSG00000021182.16	Ccdc88c	7542
ENSMUSG00000097160.2	A630072L19Rik	3405
ENSMUSG00000113634.1	Gm36756	1214
ENSMUSG00000080575.2	Mir1190	96
ENSMUSG00000114113.1	Gm47639	310
ENSMUSG00000041846.15	Ppp4r3a	6009
ENSMUSG00000097121.2	D130020L05Rik	2557
ENSMUSG00000113817.1	Gm21056	4635
ENSMUSG00000092054.3	Kif4-ps	3665
ENSMUSG00000098167.1	Gm18848	792
ENSMUSG00000113134.1	Gm18795	3266
ENSMUSG00000113178.1	Mylf-ps	421
ENSMUSG00000064424.1	Gm22749	107
ENSMUSG00000047014.7	Catsperb	3716
ENSMUSG00000077058.1	Gm24542	110
ENSMUSG00000021187.14	Tc2n	5290
ENSMUSG00000090152.1	Gm16285	347
ENSMUSG00000021186.9	Fbln5	5829
ENSMUSG00000021188.14	Trip11	9873
ENSMUSG00000093758.1	Gm20701	347
